	Kingdom	Phylum	Class	Order	Family	Genus	Species
FASV3164	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Nectria	ramulariae
FASV3165	Fungi	Basidiobolomycota	NA	NA	NA	NA	NA
FASV3166	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	longicollis
FASV3167	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
FASV3169	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
FASV3170	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	NA	NA
FASV3171	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	NA
FASV3172	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	albidolutea
FASV3173	Fungi	NA	NA	NA	NA	NA	NA
FASV3174	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	pulmonarius
FASV3175	Fungi	Basidiobolomycota	Basidiobolomycetes	Basidiobolales	Basidiobolaceae	Basidiobolus	magnus
FASV3176	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Gymnoascaceae	Arachniotus	dankaliensis
FASV3177	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
FASV3178	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	NA	NA
FASV3179	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV3180	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
FASV3181	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV3182	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV3183	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Pholiota	gallica
FASV3184	Fungi	Aphelidiomycota	NA	NA	NA	NA	NA
FASV3185	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
FASV3186	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	alpina
FASV3187	Fungi	NA	NA	NA	NA	NA	NA
FASV3188	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	niemeijerarum
FASV3189	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thermothielavioides	NA
FASV3190	Fungi	Chytridiomycota	NA	NA	NA	NA	NA
FASV3191	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	croci
FASV3192	Fungi	Basidiomycota	Agaricomycetes	Corticiales	Corticiaceae	Limonomyces	NA
FASV3193	Fungi	Ascomycota	Dothideomycetes	Dothideales	NA	NA	NA
FASV3194	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	NA
FASV3195	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Claroideoglomeraceae	Claroideoglomus	claroideum
FASV3196	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	NA	NA
FASV3197	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	NA
FASV3198	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	NA
FASV3199	Fungi	Ascomycota	Sordariomycetes	Xylariales	Sporocadaceae	Neopestalotiopsis	NA
FASV3200	Fungi	NA	NA	NA	NA	NA	NA
FASV3201	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	NA
FASV3202	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	kratochvilovae
FASV3203	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
FASV3204	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	acaciae
FASV3205	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	NA
FASV3206	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	lysinophilum
FASV3207	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	NA
FASV3208	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
FASV3209	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV3210	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Teratosphaeriaceae	NA	NA
FASV3211	Fungi	Ascomycota	Leotiomycetes	Helotiales	Sclerotiniaceae	Botryotinia	NA
FASV3212	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
FASV3213	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Occultifur	NA
FASV3214	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
FASV3215	Fungi	NA	NA	NA	NA	NA	NA
FASV3216	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	himalayensis
FASV3217	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV3218	Fungi	Monoblepharomycota	Hyaloraphidiomycetes	Hyaloraphidiales	Hyaloraphidiales_fam_Incertae_sedis	Hyaloraphidium	curvatum
FASV3219	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	NA
FASV3220	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Paramyrothecium	tellicola
FASV3221	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Hyphodermataceae	Hyphoderma	multicystidium
FASV3222	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
FASV3223	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucoagaricus	NA
FASV3224	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	rosea
FASV3225	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Calloria	NA
FASV3226	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Stachybotryaceae	Myrothecium	NA
FASV3227	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	NA	NA	NA
FASV3228	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV3229	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Ascodesmis	sphaerospora
FASV3230	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
FASV3231	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	ustus
FASV3232	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Meruliaceae	Phlebia	margaritae
FASV3233	Fungi	NA	NA	NA	NA	NA	NA
FASV3234	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV3235	Fungi	Ascomycota	Eurotiomycetes	Onygenales	NA	NA	NA
FASV3236	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	croci
FASV3237	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Niessliaceae	Eucasphaeria	NA
FASV3238	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascobolaceae	Ascobolus	NA
FASV3239	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05	NA	NA	NA
FASV3240	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	NA
FASV3241	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	NA	NA	NA
FASV3242	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
FASV3243	Fungi	Ascomycota	Pezizomycetes	Pezizales	Ascodesmidaceae	Cephaliophora	NA
FASV3244	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
FASV3245	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Zygosporium	NA
FASV3246	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Mycothermus	thermophilus
FASV3247	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV3248	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
FASV3249	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
FASV3250	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Acremonium	alternatum
FASV3251	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Ramalina	farinacea
FASV3252	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	applanatus
FASV3253	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
FASV3254	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	NA
FASV3255	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Clitocybe	NA
FASV3256	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	flaschentraegeri
FASV3257	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
FASV3258	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Paraphoma	radicina
FASV3259	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Alternaria	betae-kenyensis
FASV3260	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	NA
FASV3261	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	niemeijerarum
FASV3262	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV3263	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	Chrysosporium	pseudomerdarium
FASV3264	Fungi	Ascomycota	Dothideomycetes	Venturiales	Sympoventuriaceae	Ochroconis	NA
FASV3265	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	NA
FASV3266	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	NA	NA
FASV3267	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	NA	NA	NA
FASV3268	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Exidiaceae	NA	NA
FASV3269	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Cladosporium	NA
FASV3270	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
FASV3271	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Fuscostagonospora	banksiae
FASV3272	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Cladorrhinum	NA
FASV3273	Fungi	NA	NA	NA	NA	NA	NA
FASV3274	Fungi	Ascomycota	Leotiomycetes	NA	NA	NA	NA
FASV3275	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	golubevii
FASV3276	Fungi	Basidiomycota	Exobasidiomycetes	Golubeviales	Golubeviaceae	Golubevia	pallescens
FASV3277	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
FASV3278	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Chaetosphaeronema	NA
FASV3279	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
FASV3280	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	deflectus
FASV3281	Fungi	Basidiomycota	Tremellomycetes	NA	NA	NA	NA
FASV3282	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Gibberella	NA
FASV3283	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytridiaceae	Phlyctochytrium	reinboldtiae
FASV3284	Fungi	Monoblepharomycota	Hyaloraphidiomycetes	Hyaloraphidiales	Hyaloraphidiales_fam_Incertae_sedis	Hyaloraphidium	curvatum
FASV3285	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	NA	NA
FASV3286	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	minatense
FASV3287	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Simplicillium	lamellicola
FASV3288	Fungi	NA	NA	NA	NA	NA	NA
FASV3289	Fungi	Basidiomycota	Agaricomycetes	Agaricales	NA	NA	NA
FASV3290	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	Podospora	intestinacea
FASV3291	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Onygenales_fam_Incertae_sedis	NA	NA
FASV3292	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Zopfiella	NA
FASV3293	Fungi	Ascomycota	Sordariomycetes	Xylariales	Diatrypaceae	Eutypa	leptoplaca
FASV3294	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
FASV3295	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Irpicaceae	Gloeoporus	taxicola
FASV3296	Fungi	NA	NA	NA	NA	NA	NA
FASV3297	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Blumeria	graminis
FASV3298	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	NA
FASV3299	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	anomala
FASV3300	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	NA	NA	NA
FASV3301	Fungi	NA	NA	NA	NA	NA	NA
FASV3302	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	NA	NA
FASV3303	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	NA	NA
FASV3304	Fungi	NA	NA	NA	NA	NA	NA
FASV3305	Fungi	Ascomycota	Sordariomycetes	Coniochaetales	Coniochaetaceae	Lecythophora	NA
FASV3306	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Tranzscheliella	hypodytes
FASV3307	Fungi	Ascomycota	Dothideomycetes	Venturiales	Venturiaceae	Tothia	NA
FASV3308	Fungi	NA	NA	NA	NA	NA	NA
FASV3309	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Coprinopsis	cineraria
FASV3310	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	NA
FASV3311	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
FASV3312	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	concentricum
FASV3313	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Crepidotus	epibryus
FASV3314	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Massarinaceae	Stagonospora	NA
FASV3315	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiales	Cystobasidiaceae	Cystobasidium	pinicola
FASV3316	Fungi	NA	NA	NA	NA	NA	NA
FASV3317	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreales_fam_Incertae_sedis	Sarocladium	strictum
FASV3318	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
FASV3319	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV3320	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pyrenochaetopsidaceae	Neopyrenochaeta	NA
FASV3321	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	penzigii
FASV3322	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Torulaceae	Torula	hollandica
FASV3323	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Septoriella	hirta
FASV3324	Fungi	NA	NA	NA	NA	NA	NA
FASV3325	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	NA
FASV3326	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	concentricum
FASV3327	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	dolichospermus
FASV3328	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	NA
FASV3329	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
FASV3330	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
FASV3331	Fungi	NA	NA	NA	NA	NA	NA
FASV3332	Fungi	Ascomycota	Sordariomycetes	Glomerellales	Plectosphaerellaceae	Plectosphaerella	oratosquillae
FASV3333	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV3334	Fungi	Ascomycota	Sordariomycetes	Branch06	NA	NA	NA
FASV3335	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	repens
FASV3336	Fungi	Ascomycota	Leotiomycetes	Helotiales	Myxotrichaceae	Oidiodendron	NA
FASV3337	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Bionectriaceae	Paracylindrocarpon	aloicola
FASV3338	Fungi	NA	NA	NA	NA	NA	NA
FASV3339	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
FASV3340	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Cistella	albidolutea
FASV3341	Fungi	Ascomycota	Sordariomycetes	Phomatosporales	Phomatosporaceae	Phomatospora	striatigera
FASV3342	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	NA	NA
FASV3343	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Pichiaceae	Pichia	myanmarensis
FASV3344	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	NA	NA
FASV3345	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Papulaspora	funabasensis
FASV3346	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	Lobulomycetaceae	Lobulomyces	NA
FASV3347	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	NA	NA
FASV3348	Fungi	NA	NA	NA	NA	NA	NA
FASV3349	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
FASV3350	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	NA	NA
FASV3351	Fungi	NA	NA	NA	NA	NA	NA
FASV3352	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	NA	NA
FASV3353	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Trichomeriaceae	Knufia	NA
FASV3354	Fungi	Ascomycota	Sordariomycetes	NA	NA	NA	NA
FASV3355	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Arcuadendron	ovatum
FASV3356	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Exophiala	equina
FASV3357	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	NA	NA
FASV3358	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	NA
FASV3359	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	candolleana
FASV3360	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Bipolaris	cynodontis
FASV3361	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Petriella	sordida
FASV3362	Fungi	NA	NA	NA	NA	NA	NA
FASV3363	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Sporormiaceae	Preussia	terricola
FASV3364	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	Sporidesmiella	NA
FASV3365	Fungi	NA	NA	NA	NA	NA	NA
FASV3366	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	biglobosus
FASV3367	Fungi	Basidiomycota	Microbotryomycetes	Leucosporidiales	Leucosporidiaceae	Leucosporidium	fragarium
FASV3368	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Cladosporiaceae	Neocladosporium	leucadendri
FASV3369	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV3370	Fungi	NA	NA	NA	NA	NA	NA
FASV3371	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV3372	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Dioszegia	var._yunnanensis
FASV3373	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Thanatephorus	cucumeris
FASV3374	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Cephalotrichum	telluricum
FASV3375	Fungi	NA	NA	NA	NA	NA	NA
FASV3376	Fungi	NA	NA	NA	NA	NA	NA
FASV3378	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
FASV3379	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
FASV3380	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Crepidotaceae	Simocybe	NA
FASV3381	Fungi	Ascomycota	Leotiomycetes	Thelebolales	Pseudeurotiaceae	Pseudogymnoascus	appendiculatus
FASV3382	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV3383	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Cunninghamella	blakesleeana
FASV3384	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	Mortierella	exigua
FASV3385	Fungi	NA	NA	NA	NA	NA	NA
FASV3386	Fungi	NA	NA	NA	NA	NA	NA
FASV3387	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Sclerostagonospora	NA
FASV3388	Fungi	Ascomycota	Sordariomycetes	Sordariales	Lasiosphaeriaceae	NA	NA
FASV3389	Fungi	NA	NA	NA	NA	NA	NA
FASV3390	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Leucocoprinus	birnbaumii
FASV3391	Fungi	NA	NA	NA	NA	NA	NA
FASV3392	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
FASV3393	Fungi	NA	NA	NA	NA	NA	NA
FASV3394	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Thyridariaceae	Parathyridaria	NA
FASV3395	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Cunninghamellaceae	Absidia	repens
FASV3396	Fungi	Basidiomycota	Agaricomycetes	NA	NA	NA	NA
FASV3397	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	NA	NA	NA
FASV3398	Fungi	Aphelidiomycota	Aphelidiomycetes	GS16	NA	NA	NA
FASV3399	Fungi	Chytridiomycota	Lobulomycetes	Lobulomycetales	NA	NA	NA
FASV3400	Fungi	Ascomycota	Sordariomycetes	Hypocreales	NA	NA	NA
FASV3401	Fungi	NA	NA	NA	NA	NA	NA
FASV3402	Fungi	Ascomycota	Sordariomycetes	Microascales	Microascaceae	Microascus	cirrosus
FASV3403	Fungi	Ascomycota	Sordariomycetes	Sordariales	NA	NA	NA
FASV3404	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Neodevriesiaceae	Neodevriesia	NA
FASV3405	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Ophiocordycipitaceae	Hirsutella	subulata
FASV3406	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Dactylaria	mitrata
FASV3407	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Clavicipitaceae	Metarhizium	marquandii
FASV3408	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Solicoccozyma	NA
FASV3409	Fungi	NA	NA	NA	NA	NA	NA
FASV3410	Fungi	Basidiomycota	Agaricomycetes	Russulales	NA	NA	NA
FASV3411	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Cadophora	luteo-olivacea
FASV3412	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	brunneoviolacea
FASV3413	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Spizellomycetaceae	Spizellomyces	NA
FASV3414	Fungi	Ascomycota	Eurotiomycetes	Onygenales	Arachnomycetaceae	Arachnomyces	NA
FASV3415	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Sistotrema	oblongisporum
FASV3416	Fungi	NA	NA	NA	NA	NA	NA
FASV3417	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Brevicellicium	olivascens
FASV3418	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	NA	NA	NA
FASV3419	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Minimelanolocus	aquaticus
FASV3420	Fungi	Ascomycota	Sordariomycetes	Melanosporales	Melanosporaceae	Melanospora	verrucispora
FASV3421	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Trimorphomycetaceae	Saitozyma	flava
FASV3422	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	NA
FASV3423	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	vermispora
FASV3424	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	taiwanensis
FASV3425	Fungi	Basidiomycota	Tremellomycetes	Filobasidiales	Piskurozymaceae	Piskurozyma	taiwanensis
FASV3426	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tetracladium	NA
FASV3427	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS10	NA	NA	NA
FASV3428	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Capnodiales_fam_Incertae_sedis	Phaeotheca	triangularis
FASV3429	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV3430	Fungi	Ascomycota	Dothideomycetes	Pleosporales	NA	NA	NA
FASV3431	Fungi	Basidiomycota	Microbotryomycetes	Sporidiobolales	Sporidiobolaceae	Rhodotorula	graminis
FASV3432	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Schizoporaceae	Xylodon	raduloides
FASV3433	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	NA	NA
FASV3434	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	NA	NA	NA
FASV3435	Fungi	Ascomycota	Leotiomycetes	Helotiales	NA	NA	NA
FASV3436	Fungi	Basidiomycota	Cystobasidiomycetes	Cystobasidiomycetes_ord_Incertae_sedis	Buckleyzymaceae	Buckleyzyma	aurantiaca
FASV3437	Fungi	Ascomycota	NA	NA	NA	NA	NA
FASV3438	Fungi	Chytridiomycota	Spizellomycetes	Spizellomycetales	Powellomycetaceae	NA	NA
FASV3439	Fungi	Ascomycota	Leotiomycetes	Erysiphales	Erysiphaceae	Podosphaera	NA
FASV3440	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Auriculariales_fam_Incertae_sedis	Oliveonia	pauxilla
FASV3441	Fungi	NA	NA	NA	NA	NA	NA
