"from"	"to"	"weight"	"color"	"arrow.size"
"364"	"BASV285"	"BASV5058"	1	"darkgreen"	5
"365"	"BASV285"	"BASV8175"	1	"darkgreen"	5
"366"	"BASV285"	"BASV9663"	1	"darkgreen"	5
"367"	"BASV285"	"BASV10017"	1	"darkgreen"	5
"368"	"BASV285"	"FASV245"	1	"darkgreen"	5
"369"	"BASV294"	"FASV35"	1	"darkgreen"	5
"370"	"BASV294"	"FASV58"	1	"darkgreen"	5
"371"	"BASV294"	"FASV84"	1	"darkgreen"	5
"372"	"BASV294"	"FASV360"	1	"darkred"	5
"373"	"BASV294"	"FASV611"	1	"darkgreen"	5
"374"	"BASV295"	"BASV627"	1	"darkgreen"	5
"375"	"BASV295"	"BASV729"	1	"darkgreen"	5
"376"	"BASV295"	"BASV1245"	1	"darkgreen"	5
"377"	"BASV295"	"FASV69"	1	"darkred"	5
"378"	"BASV295"	"FASV585"	1	"darkgreen"	5
"379"	"BASV306"	"BASV442"	1	"darkgreen"	5
"380"	"BASV306"	"BASV645"	1	"darkgreen"	5
"381"	"BASV306"	"BASV1364"	1	"darkgreen"	5
"382"	"BASV306"	"BASV1457"	1	"darkgreen"	5
"383"	"BASV306"	"BASV2861"	1	"darkgreen"	5
"384"	"BASV306"	"BASV3020"	1	"darkgreen"	5
"385"	"BASV306"	"BASV3490"	1	"darkgreen"	5
"386"	"BASV306"	"FASV125"	1	"darkgreen"	5
"387"	"BASV306"	"FASV247"	1	"darkgreen"	5
"388"	"BASV322"	"BASV2617"	1	"darkgreen"	5
"389"	"BASV322"	"BASV3366"	1	"darkgreen"	5
"390"	"BASV322"	"BASV4691"	1	"darkgreen"	5
"391"	"BASV322"	"BASV5999"	1	"darkgreen"	5
"392"	"BASV322"	"BASV6934"	1	"darkgreen"	5
"393"	"BASV322"	"FASV1058"	1	"darkgreen"	5
"394"	"BASV334"	"BASV347"	1	"darkgreen"	5
"395"	"BASV334"	"BASV570"	1	"darkgreen"	5
"396"	"BASV334"	"BASV932"	1	"darkgreen"	5
"397"	"BASV334"	"BASV1784"	1	"darkgreen"	5
"398"	"BASV338"	"BASV741"	1	"darkgreen"	5
"399"	"BASV338"	"BASV777"	1	"darkgreen"	5
"400"	"BASV338"	"BASV2697"	1	"darkgreen"	5
"401"	"BASV338"	"BASV2984"	1	"darkgreen"	5
"402"	"BASV338"	"BASV3276"	1	"darkgreen"	5
"403"	"BASV338"	"BASV3277"	1	"darkgreen"	5
"404"	"BASV338"	"BASV4672"	1	"darkgreen"	5
"405"	"BASV338"	"FASV49"	1	"darkred"	5
"406"	"BASV338"	"FASV190"	1	"darkred"	5
"407"	"BASV338"	"FASV386"	1	"darkgreen"	5
"408"	"BASV338"	"SUM"	1	"darkred"	5
"409"	"BASV347"	"BASV570"	1	"darkgreen"	5
"410"	"BASV347"	"BASV1784"	1	"darkgreen"	5
"411"	"BASV347"	"FASV595"	1	"darkgreen"	5
"412"	"BASV348"	"BASV398"	1	"darkgreen"	5
"413"	"BASV348"	"BASV442"	1	"darkgreen"	5
"414"	"BASV348"	"BASV627"	1	"darkgreen"	5
"415"	"BASV348"	"FASV35"	1	"darkgreen"	5
"416"	"BASV348"	"FASV118"	1	"darkgreen"	5
