"s1cmr2"	"s1cmr3"	"s1cmt2"	"s1cmt3"	"s1rmr2"	"s1rmr3"	"s1rmt2"	"s1rmt3"	"s2cmr2"	"s2cmr3"	"s2cmt2"	"s2cmt3"	"s2rmr2"	"s2rmr3"	"s2rmt2"	"s2rmt3"	"s3cmr2"	"s3cmr3"	"s3cmt3"	"s3rmr2"	"s3rmr3"	"s3rmt3"
"FASV245"	0.000207598090098	4.22e-05	0	0	0.000177510153726	0.000201085863664	0	0	0	0	0.000149097957358	0	0	0	5.53e-05	0	0	1.9e-05	0	0.000118336193125	0	0
"FASV247"	0.000363296657671	0.001011847042455	0	0	0.000461525384315	0.000603257590991	0	0	0.000302145231141	0.001363209065349	0	0	0.000264410364886	0.000443262411348	0	0	0.000252929769834	0.00045672602036	0	5.92e-05	0.002179726114459	0.001412828482622
"FASV250"	0.000363296657671	0.000674544108099	0.000130890052356	0	0.000816548230198	0	0	8.64e-05	0.000503575385235	0.00034080129505	0	0	0.000528820729772	0	0	0	0.000421519846556	0.000266449167539	0.000132432790359	0.000769185255311	0.000170921566868	0.000282565696524
"FASV252"	0.004359559892048	0.000379442640921	0	0.000167112299465	0.002840203074519	0.000402171727328	0	8.64e-05	0.001309296001611	0.0002556	0	0	0.001586462189318	0	0	0	0.001939118312116	0.000171266111693	0	0.005384296787172	0.000213702611446	0
"FASV257"	0.000155699045049	0.000210801467178	0	8.36e-05	0	0	0	0	0.000100715077047	0	0	0	0	0	0	0	0.0001686	7.62e-05	0	0	8.55e-05	0
"FASV267"	0.000155699045049	0.000252961760614	0	0	3.55e-05	0	0	0	0.000604290462282	0.000852006475249	0	0	0.000264410364886	0	0	0	0	7.61e-05	0	5.92e-05	4.27e-05	0
"FASV276"	0.000830392360391	0.000253001467178	0.000130890052356	0	3.55e-05	0	0	0	0.000705005539329	0.0006816051802	0	0	0	0	0	0	0.000674479386224	0.000285349167539	0	0	0.000256462089157	0
"FASV277"	0	0	0.000130890052356	0	3.55e-05	0.000201085863664	0	0	0	0	0.000298195914716	0	0	0	0	0	8.43e-05	1.9e-05	0	0	4.27e-05	0
"FASV285"	5.19e-05	4.22e-05	0	0	3.55e-05	0	0	0	0.000201430154094	8.52e-05	0	0	0	0	5.53e-05	0	0.0001686	0.0001142	0	0.0001184	8.54e-05	0
"FASV287"	0	8.43e-05	0	0	3.55e-05	0.000201085863664	0	0	0.000100715077047	8.52e-05	0	0	0	0	0	0	0.000337229769834	0.000589875187898	0	0	0	0
"FASV291"	0.000259498090098	4.22e-05	0.000523560209424	0	0.000213015230589	0	0	0	0.000302145231141	8.52e-05	0.000447293872074	0	0.000793231094659	0.000664893617021	0.0001660302175	0	0.00050584961639	5.71e-05	0	0.003905094373113	0.0001282	0
"FASV293"	0.000103799045049	8.43e-05	0	8.36e-05	0	0	0	0	0.000100715077047	0	0	0	0	0	0	0	0.000252919846556	1.9e-05	0	0	0	0
"FASV305"	0.000155698567573	8.43e-05	0	0	0	0.000201085863664	0	0	0.000302145231141	0	0.000149097957358	0.000218388294387	0	0	0	0	0.000168619846556	1.9e-05	0	0.0001184	0	0
"FASV307"	0	0.000337341173743	0.000130890052356	0	0.020058934213795	0.000804343454656	0	0	0.000201430154094	0.000596403237625	0.000149097957358	0	0.00290851401375	0.000221631205674	0	0.000157666535278	0.0001686	7.61e-05	0	0.002189219572806	0.001068472534941	0
"FASV309"	5.19e-05	0.0001688	0.000130890052356	0.002506684491978	3.55e-05	0.001206515181983	0	0.007516847001901	0	0.001022405827724	0	0.016597510373445	0.000264410364886	0.005984042553191	0.000221373623333	0.009065825778479	0.000168619846556	0.0001713	0.002251357436101	0	0.001966023503012	0.00254309126872
"FASV327"	5.19e-05	0	0	0	3.55e-05	0.000402171727328	0	0	0.000201430154094	0	0.000149097957358	0	0.000528820729773	0	0	0	0.000252929769834	3.81e-05	0	0	4.27e-05	0
"FASV336"	0.000363296657671	0	0	0	3.55e-05	0.000402171727328	0	0	0.000201430154094	8.52e-05	0	0	0.000264410364886	0	0	7.88e-05	0	0.0001522	0	0.000473344772499	0.000299143133735	0
"FASV341"	5.19e-05	4.22e-05	0.000392670157068	8.36e-05	0.000390520307452	0	0	0.0001728	0.000201430154094	0	0.000149097957358	0.000218388294387	0.000264410364886	0	0	0.0001576	0.000168619846556	0	0.000264865580718	0.00100585764156	8.54e-05	0
"FASV351"	0.000570894747769	0	0	0	0.0001065	0	0	0.00708484534301	0	0	0	0	0	0.000443262411348	0	0	0.00050584961639	0.000152193796975	0.000397298371077	0.000710049062186	0	0
"FASV357"	0.000207598090098	0.000253001467178	0.000130890052356	0.001002673796791	0.000213012692157	0	0	0	0.000302145231141	0	0.000298195914716	0	0.001322051824432	0	0.000830151087498	0	0.000168619846556	0.000551802873181	0.000397298371077	0.001124193834684	0.000213721566868	0
"FASV360"	0.000207599045049	0	0	0	0.010189228529839	0	0	0	0.008359351394903	0.0004260025901	0	0.001091941471937	0	0	0	0	0	1.9e-05	0	0.009821904029347	0	0
"FASV364"	5.19e-05	0.000252961760614	0	0	3.55e-05	0	0	0	0	8.52e-05	0	0	0	0	0	0	0	0.0001142	0.000132432790359	0	0.000256462089157	0
"FASV365"	0.000311397135147	0.0002108	0	0	3.55e-05	0	0	0	0.000201430154094	0.00017040129505	0	0	0.000264410364886	0	0	0	0.000168619846556	0.000323470649796	0	5.92e-05	0	0
"FASV366"	0	0.000337282347485	0	0	3.55e-05	0.008445606273879	0	0	0	0.000426003237625	0	0	0	0	0	0	0	5.71e-05	0	0.000118336193125	0.000299183656025	0
"FASV376"	0	0.000210780880307	0.000130890052356	0	0.001739624383143	0.001005429318319	0	8.64e-05	0	0.00051120388515	0	0	0	0	0	0	0.000590169462946	0.000152266111693	0	0.000177504289687	8.55e-05	0
"FASV386"	0	8.43e-05	0	0	0.000248512692157	0	0	0.000518402764818	0	0.000596404532675	0	0.001528718060712	0.000264410364886	0	0.002269036233328	7.88e-05	0	0	0	0.0001776	0.000170921566868	0
"FASV390"	0.000155699045049	0	0	0	0.000106507615294	0.000201085863664	0	0	0.000302145231141	8.52e-05	0	0.000218388294387	0.000264410364886	0	0	0	0	1.9e-05	0	0.000355008579374	0.000128221566868	0
"FASV400"	0.00051899570272	4.22e-05	0	0	0.000568038076472	0.005429318318922	0	0	0	0.017040129504983	0	0	0	0	0	0	0	0.000380570649796	0	0.000177536193125	0	0
"FASV422"	0.000207598567573	4.22e-05	0	0	0	0	0	0	0	8.52e-05	0	0	0	0	0	7.88e-05	8.43e-05	0	0	0	8.55e-05	0
"FASV444"	0	8.43e-05	0	0	7.1e-05	0.000402171727328	0	0	0.000100715077047	0	0	0	0	0	0	0	8.43e-05	1.9e-05	0	0	0.000128221566868	0
"FASV446"	0.000259498090098	0.000295201467178	0	8.36e-05	0.000248512692157	0	0	0	0	0.0004260025901	0	0	0	0	5.53e-05	0	8.43e-05	1.9e-05	0	5.92e-05	0.0002564	0.000282565696524
"FASV451"	0.0001038	0.000295161760614	0	0	0	0	0	0	0.000100715077047	0.000681605180199	0	0	0	0	0	0	0.000337239693112	0.000323442964513	0	0	8.55e-05	0
"FASV463"	0.000415196180195	0	0	0	0.000994065999219	0	0	0	0.000201430154094	0	0	0	0.000528820729772	0	0	7.88e-05	8.43e-05	3.81e-05	0.000132432790359	0.000710049062186	4.27e-05	0
"FASV474"	0	0.000126480880307	0	0	0	0.000201085863664	0	0	0.000100715077047	0.0004260025901	0	0	0	0	0	0	0.000252919846556	5.71e-05	0	0.000118336193125	0.000128221566868	0
"FASV475"	5.19e-05	0	0	0	0.00024851776902	0.001407601045647	0	0	0	0	0	0	0	0.000221631205674	0	0	0	1.9e-05	0	0.0001184	4.27e-05	0
"FASV481"	0	0.000168641173743	0	0	0	0	0	0	0.000100715077047	0.000255601942575	0	0	0.000264410364886	0.000221631205674	0	0	0.000168619846556	9.52e-05	0	0	0.000341924178314	0
"FASV483"	0.0001038	4.22e-05	0	0	0	0.000201085863664	0	0	0	8.52e-05	0	0	0	0	0	0	8.43e-05	0	0	0.000177504289687	4.27e-05	0
"FASV485"	0	0.0001265	0	0	7.1e-05	0	0	0	0	0.00017040129505	0	0	0	0	0	0	8.43e-05	3.81e-05	0.000132432790359	0.000118336193125	0.000427405222892	0
"FASV493"	0.000207598090098	0	0	0	7.1e-05	0.000603257590991	0	0	0	0	0	0	0.000264410364886	0	0	0	0.000337239693112	3.8e-05	0	0.000177504289687	0	0
"FASV494"	0	8.44e-05	0	8.36e-05	0.000390527922745	0.000603257590991	0	8.64e-05	0	0.0001704	0.000149097957358	0	0.000264410364886	0.000221631205674	0	7.88e-05	0	9.52e-05	0.000264865580718	0.0001776	0.000256321566868	0
"FASV501"	0.000311398090098	4.22e-05	0	0	0.000284012692157	0	0	0	0.000906435693423	0	0	0	0.000264410364886	0	0	0	0.0001686	0	0	0.000236672386249	0	0
"FASV523"	0.000155699045049	8.44e-05	0	0	0	0.000201085863664	0	0	0.000100715077047	0.0001704	0	0	0.000264410364886	0	0	0	0	5.71e-05	0	0.000118336193125	8.54e-05	0
"FASV525"	0	0.0001686	0	0	0	0	0	0	0.000201430154094	0	0	0	0.000264410364886	0	0	0	8.43e-05	3.81e-05	0	5.92e-05	8.55e-05	0
"FASV540"	0.000259498567573	4.22e-05	0.000130890052356	0	0.002449675151772	0.001608686909311	0	0	0.001309296001611	0	0	0	0.000264410364886	0	0	0	0	0.000247321482257	0	0.000355008579374	0.000170921566868	0
"FASV554"	0.000103799045049	0	0	0	0.000142	0.000201085863664	0	0	0.000100715077047	0.000766805827725	0	0	0	0.000221631205674	0	0	8.43e-05	9.51e-05	0	0.000177536193125	8.55e-05	0
"FASV557"	0	0	0	0	0	0	0	0	0.000100715077047	0.001278009712874	0	0	0	0.000443262411348	0	0	8.43e-05	1.9e-05	0	0	8.55e-05	0
"FASV585"	0.001920284243305	0.000548123521228	0.000261780104712	0.000167112299465	0.002023642152164	0.001005429318319	0	0	0.000201430154094	0.000766805180199	0	0	0.000264410364886	0.001551418439717	0	0	0.00075874961639	0.000989479726001	0	0.002248387669369	0.000854729401205	0
"FASV587"	5.19e-05	0.000210801467178	0	0	0	0	0	0	0	0.001874413598023	0	0	0	0	0	0	8.43e-05	0.000133166111693	0	0	0.000470105222892	0
"FASV595"	0.002491177558647	0	0.001439790575916	0	0.000426025384315	0.000201085863664	0	0.001123207188526	0.000503575385235	8.52e-05	0.004174742806024	0	0.000264410364886	0.001108156028369	0.001549571957496	0.000788299408751	0.002023438158672	1.9e-05	0	0.000236704289687	0.0001282	0
"FASV611"	5.19e-05	8.44e-05	0	0	7.1e-05	0.009451035592198	0	0	0.000201430154094	8.52e-05	0	0	0	0.000664893617022	0	0	0	0	0	0	0.0001281	0
"FASV634"	0.000155698567573	8.43e-05	0	0	3.55e-05	0	0	0	0	0.0004260025901	0	0	0	0	0	0	8.43e-05	0	0	5.92e-05	4.27e-05	0
"FASV653"	0	8.44e-05	0	0	3.55e-05	0	0	0	0	0.000255601942575	0	0	0	0	0	0	0.000168619846556	9.52e-05	0	5.92e-05	4.27e-05	0
"FASV656"	0.000311397135147	0.000463802934356	0	0	0.000532532999609	0	0	0	0.000100715077047	0	0	0	0	0	0	0	8.43e-05	5.71e-05	0	0.000532512869061	8.55e-05	0
"FASV742"	0	0.000210780880307	0	0	3.55e-05	0.000603257590992	0	0	0	0.000340801942575	0	0	0	0	0	0	0	0.001103605746361	0	0	4.27e-05	0.000565131393048
"FASV764"	0.000155699045049	0	0	0	0.004402312227073	0	0	0	0.000201430154094	8.52e-05	0	0	0.001322051824431	0.000221631205674	0	0	0.001096009156058	5.71e-05	0	0.000769217158749	4.27e-05	0
"FASV793"	0.0001038	0	0.000130890052356	8.36e-05	0.000213015230589	0	0	0.000172801105927	0	8.52e-05	0.000149097957358	0	0	0.000221631205674	0	0.000551832873473	0	1.9e-05	0.000132432790359	0.000295872386249	0	0
"FASV810"	0.000207599045049	4.22e-05	0	0.003676470588235	0.0001065	0	0	0	0.002618592003222	0	0	0.000218388294387	0.000528820729773	0	0	0.000394133070556	0	0	0	0.0001184	4.27e-05	0
"FASV878"	0.000103799045049	8.43e-05	0	0	0	0	0	0	0	8.52e-05	0	0	0	0.000221631205674	0	0	0.002192058005227	0.000133193796975	0	0	0.000299183656024	0
"FASV880"	0.000207599045049	0	0	0	0.000674548230198	0	0	0	0.000302145231141	0	0.000149097957358	0	0.000793231094659	0	0	0	0.000927389309502	9.51e-05	0	0.00029587238625	0	0
"FASV906"	0	0	0	0	0	0.000603257590991	0	0.0001728	0.000100715077047	0.00068160388515	0	0	0.000264410364886	0.000221631205674	0	0	0	5.71e-05	0	0	0.000555545745181	0.000565131393048
"FASV908"	5.19e-05	0	0	0	0	0.000201085863664	0	0	0.000402860308188	0	0	0	0	0	0	0	8.43e-05	1.9e-05	0	5.92e-05	4.27e-05	0
"FASV952"	0	4.22e-05	0	0	0	0	0	0	0	8.52e-05	0	0	0	0	0	7.88e-05	8.43e-05	1.9e-05	0	5.92e-05	0	0
"FASV1058"	0	8.44e-05	0.000130890052356	0	0	0.000201085863664	0	0	0.000100715077047	0	0.000149097957358	0	0	0	0	0	0	3.8e-05	0	0	0	0
"FASV1107"	0.000103799045049	0	0.000130890052356	0	0.000426022845883	0	0	0	0	0.00017040129505	0	0	0.000264410364886	0	0	0	0	0	0	5.92e-05	4.27e-05	0
"FASV1123"	5.19e-05	0.0001265	0	0	7.1e-05	0.000201085863664	0	0	0	0.00025560129505	0	0	0	0	0	0	0	9.52e-05	0	0.0001184	8.54e-05	0
"FASV1144"	0.000103799045049	0	0	0	7.1e-05	0.000201085863664	0	0	0.000201430154094	0	0	0	0.000264410364886	0	0	0	0.001433268695725	0	0	5.92e-05	0	0
"FASV1166"	0.000155699045049	4.22e-05	0	0	0	0.000201085863664	0	0.000172801105927	0	0.00017040129505	0	0	0	0	0	0	0.000252919846556	0.000190321482257	0	0.000355040482812	0.000341883656024	0
"FASV1256"	0.000103799045049	0	0	0	3.55e-05	0	0	8.64e-05	0.000402860308188	8.52e-05	0	0	0	0	0	0	8.43e-05	0	0.000132432790359	0.000118336193125	0	0
"FASV1289"	5.19e-05	0	0	0	3.55e-05	0	0	0	0	0	0	0	0.000264410364886	0	0	0	0	1.9e-05	0	0.0001184	4.27e-05	0
"FASV1305"	0.0001038	0	0.000130890052356	0.000250668449198	7.1e-05	0	0	0	0	8.52e-05	0	0	0.000264410364886	0.000221631205674	0	0	0	7.61e-05	0	0.000118336193125	0.000384664700603	0
"FASV1385"	0	0.000126480880307	0	0	7.1e-05	0	0	0	0.000302145231141	0	0	0	0	0	0	0	0.000337239693112	0	0	0.000118336193125	0.000598326789759	0
"SUM"	0.0068721332065	0.014667167492518	0.002315948179322	0.004530007656835	0.009860904347206	0.089808023305785	0.005481454412575	0.009762866437312	0.00746517186308	0.020913581361819	0.008944492496739	0.003708314211456	0.010844936158203	0.005786213381828	0.001561204145519	0.004904695155532	0.006550193008036	0.014237031063339	0.011124354390149	0.005385381504055	0.007434844394583	0.001130262786097
