"s1cmr2"	"s1cmr3"	"s1cmt2"	"s1cmt3"	"s1rmr2"	"s1rmr3"	"s1rmt2"	"s1rmt3"	"s2cmr2"	"s2cmr3"	"s2cmt2"	"s2cmt3"	"s2rmr2"	"s2rmr3"	"s2rmt2"	"s2rmt3"	"s3cmr2"	"s3cmr3"	"s3cmt3"	"s3rmr2"	"s3rmr3"	"s3rmt3"
"BASV1637"	3.55e-05	0.000268775917678	0	0.000324780772978	0	3.82e-05	0	0	7.31e-05	0.000394870835671	0	0	0	0.000329335565497	0	0	0.000147811466475	6.24e-05	0	0	0	0
"BASV1654"	5.32e-05	0	0	0	0	0.00013365920721	0	0.000252525252525	0	4.16e-05	0.000145137880987	0	0.000148399755965	2.74e-05	0	0	9.24e-05	6.24e-05	0	0	0	0
"BASV1657"	5.32e-05	0.000268781078175	0	0	0.000155884645362	9.55e-05	0.000365430294171	0	0	0.0001247	0	0	8.24e-05	0.000109778521832	0	0	7.39e-05	0.0001248	0	0	0	0
"BASV1722"	0.000177257821501	1.92e-05	0.00029810702042	0.000324780772978	0.000467653936087	1.91e-05	0.000730860588343	0	0.000194813101181	4.16e-05	0.000145137880987	0	0.000263821788382	5.49e-05	0.000155134967422	0	0.000166287899784	4.16e-05	0	0	0	0
"BASV1736"	0.000159532039351	0.000134387958839	0	0.000324780772978	0.000363730839179	7.64e-05	0	0	0.000170461463533	0.000145478728932	0	0	4.95e-05	0	0	0	0.000129335033165	0.000124776442208	0	0	0	0
"BASV1784"	0.000744453939555	0	0.004173498285884	0	0.00062353858145	3.82e-05	0.002009866617943	0	0.000998410592962	6.23e-05	0.01044992743106	0	0.00036279951193	2.74e-05	0.001551349674217	0	0.000184764333093	6.24e-05	0	0	0	0
"BASV1785"	0.000177257821501	0.000153586238673	0.001043374571471	0.001623903864891	0.00044167316186	0.000458260139006	0.000365430294171	0.001767676767677	0.000243516376476	0.000166261404493	0.001015965166909	0.001635768811341	0.000412221544347	0.000384224826413	0.000155134967422	0.00050994390617	9.24e-05	2.08e-05	0	0	0	0
"BASV1786"	0.000283612514402	9.6e-05	0.000596214040841	0.000974342318935	0.000285788516498	9.55e-05	0.0012790060296	0	2.44e-05	0	0	0	0.000989331706432	0.00013722315229	0.000465404902265	0	0.000129335033165	4.16e-05	0	0	0	0
"BASV1790"	1.77e-05	0	0	0	0.000129903871135	3.82e-05	0	0	0.000121758188238	0	0	0	0	5.49e-05	0	0	5.54e-05	0	0	0	0	0
"BASV1823"	0	0.000422362156351	0	0	5.2e-05	0.000152753379669	0	0	0.000146109825886	0.00062348026685	0	0	8.24e-05	0.000384224826413	0	0	7.39e-05	0.000582290063636	0	0	0	0
"BASV1839"	1.77e-05	0.000364767316848	0	0.000324780772978	0	5.73e-05	0	0	0.000170461463533	0.000166261404493	0	0	1.65e-05	0.000109778521832	0	0	3.7e-05	0.000207960737013	0	0	0	0
"BASV1891"	0	7.68e-05	0	0	5.2e-05	1.91e-05	0	0	4.87e-05	0.000145478728932	0	0	1.65e-05	0.00013722315229	0	0	1.85e-05	4.16e-05	0	0	0	0
"BASV1998"	0.000443144553753	0	0.000596214040841	0	0.001013250194856	7.64e-05	0.000548145441257	0	0.000901010592962	2.08e-05	0.001015965166909	0	0.001137731462397	0.000192112413206	0.000620539869687	0	0.000517340132661	2.08e-05	0	0	0	0
"BASV2005"	0.000177232039351	0	0	0	0.000285788516497	9.55e-05	0	0	0.000267913101181	6.23e-05	0	0	0.0001484	2.74e-05	0	0.00101988781234	3.7e-05	4.16e-05	0	0	0	0
"BASV2016"	0.000194983603652	3.84e-05	0	0.000324780772978	0.000311769290725	1.91e-05	0	0	0.000365274564714	4.16e-05	0	0	0.000230844064834	5.49e-05	0.000155134967422	0	0.000203240766402	2.08e-05	0	0	0	0
"BASV2064"	0	5.76e-05	0	0	0	3.82e-05	0	0	2.44e-05	0.00012469605337	0	0	0	2.74e-05	0	0	0	0.000103980368506	0	0	0	0
"BASV2116"	3.55e-05	0.000460758716019	0	0	0	0.00013365920721	0	0	0	0.000457218862356	0.000145137880987	0	3.3e-05	8.23e-05	0	0	9.24e-05	0.000561493989935	0	0	0	0
"BASV2185"	3.55e-05	3.84e-05	0	0	2.6e-05	0	0	0	2.44e-05	0.00012469605337	0	0	1.65e-05	0	0	0	1.85e-05	0	0	0	0	0
"BASV2198"	0.000212709385802	0.000153586238673	0	0	0.000285788516498	0.000248224241961	0.000730860588343	0	0.000170461463533	2.08e-05	0	0	0.000131910894191	8.23e-05	0	0	0.000240193633021	0.000124776442208	0	0	0	0
"BASV2214"	3.55e-05	0.000287974197512	0	0.000649561545956	0.000259826968044	0.00013365920721	0	0.000505050505051	7.31e-05	0.000166261404493	0.000145137880987	0	3.3e-05	0	0.000155134967422	0	0.000129358599856	0.00016636858961	0	0	0	0
"BASV2264"	0.000177257821501	0.000115189679005	0	0	0.000337750064952	0.000343695104254	0	0	0.000146109825886	6.23e-05	0	0	0.0001154	0.000521447978703	0	0	5.55e-05	2.08e-05	0	0	0	0
"BASV2290"	0.000230435167952	0.000115189679005	0	0	0.000259807742271	0.000229130069503	0	0	0.000194813101181	8.31e-05	0	0	0.000148399755965	0.000247001674122	0	0	0.00025867006633	0.000207960737013	0	0	0	0
"BASV2293"	5.32e-05	0	0	0	0.001351000259808	1.91e-05	0	0	4.87e-05	0.000207826755617	0	0	0.000494665853216	0	0	0.00050994390617	0.000110858599856	4.16e-05	0	0	0	0
"BASV2306"	3.55e-05	0.000134387958839	0	0	0	0.000171847552127	0	0	9.74e-05	0.000290957457863	0	0	1.65e-05	0.000109778521832	0	0	3.7e-05	8.32e-05	0	0	0	0
"BASV2333"	0.000106354692901	1.92e-05	0	0	5.2e-05	0	0	0	4.87e-05	6.23e-05	0	0	1.65e-05	5.49e-05	0	0.00050994390617	9.24e-05	2.08e-05	0	0	0	0
"BASV2364"	0	0.000211181078175	0	0.000649561545956	0	0.000152753379669	0	0	0	0	0	0	1.65e-05	2.74e-05	0	0	0	2.08e-05	0	0	0	0
"BASV2392"	3.55e-05	0.000249577637844	0	0	0	5.73e-05	0	0	0	4.16e-05	0	0	1.65e-05	0	0	0	3.7e-05	2.08e-05	0	0	0	0
"BASV2496"	0.000443241425153	0	0	0	2.6e-05	7.64e-05	0	0	0.0001218	0	0	0	0.000296810650156	2.74e-05	0	0.00050994390617	0.000831380899063	0	0	0	0	0
"BASV2512"	5.32e-05	1.92e-05	0	0	2.6e-05	0.000572825173757	0.000182715147086	0	2.44e-05	0	0	0	1.65e-05	0.000301890935039	0	0	1.85e-05	4.16e-05	0	0	0	0
"BASV2534"	8.86e-05	0.000115189679005	0.00014905351021	0	2.6e-05	0.000114565034751	0.000182715147086	0.000505050505051	2.44e-05	4.16e-05	0	0	0	0	0	0.00050994390617	1.85e-05	0.00016636858961	0	0	0	0
"BASV2584"	3.55e-05	1.92e-05	0	0	2.6e-05	0.000114565034751	0	0.000252525252525	0	4.16e-05	0	0	6.6e-05	0	0	0	1.85e-05	4.16e-05	0	0	0	0
"BASV2617"	1.77e-05	0	0	0	0	5.73e-05	0	0	0.000194813101181	0	0	0	3.3e-05	2.74e-05	0	0	3.7e-05	0	0	0	0	0
"BASV2646"	5.32e-05	0.000115189679005	0.00014905351021	0	7.79e-05	1.91e-05	0	0	2.44e-05	0.000145478728932	0	0	1.65e-05	0.000164667782748	0.000155134967422	0	3.7e-05	2.08e-05	0	0	0	0
"BASV2697"	1.77e-05	0.000134387958839	0.00029810702042	0	2.6e-05	0.000171847552127	0	0.000757575757576	2.44e-05	0	0.000145137880987	0.000545256270447	0	8.23e-05	0	0.003059663437022	5.54e-05	0.00016636858961	0	0	0	0
"BASV2769"	0.000833111761056	0	0	0	0.000597557807223	9.55e-05	0.000730860588343	0	0.000219164738829	8.31e-05	0	0	0.000131910894191	0.000109778521832	0	0	0.000240193633021	4.16e-05	0	0	0	0
"BASV2773"	3.55e-05	0.00032637075718	0	0	0	0.000114565034751	0	0	0.000146109825886	0.00024939210674	0	0	1.65e-05	5.49e-05	0	0	0.000147811466475	0.000353533252922	0	0	0	0
"BASV2842"	7.09e-05	0.000134387958839	0	0	0.000103923096908	0.000114565034751	0	0	0	0.00012469605337	0	0	6.6e-05	0.000494003348245	0	0	7.39e-05	6.24e-05	0	0	0	0
"BASV2861"	3.54e-05	0.000518365596683	0.00044716053063	0	2.6e-05	0.0001146	0	0	2.44e-05	2.08e-05	0	0	8.25e-05	2.74e-05	0	0	5.55e-05	2.08e-05	0	0	0	0
"BASV2911"	5.32e-05	0	0	0	0.000259807742271	0.000190941724586	0	0	4.87e-05	6.23e-05	0	0	0.000131922032417	2.74e-05	0	0	9.24e-05	4.16e-05	0	0	0	0
"BASV2912"	0.0001064	5.76e-05	0	0	0.0001558	0.0001337	0.000913575735428	0.000252525252525	0.0001461	8.31e-05	0	0.000545256270447	0.0001484	0.000137178521832	0.000775674837108	0	0.000314099366258	4.16e-05	0	0	0	0
"BASV2930"	8.86e-05	0	0	0	0.000103923096908	9.55e-05	0	0	7.31e-05	6.23e-05	0	0	8.24e-05	0.000109778521832	0	0	0.000203240766402	0.000124776442208	0	0	0	0
"BASV2935"	7.09e-05	1.92e-05	0	0	2.6e-05	1.91e-05	0	0	0	0	0	0	1.65e-05	0	0	0	3.7e-05	4.16e-05	0	0	0	0
"BASV2984"	0.000301338296552	0	0.00014905351021	0	0.000493634710314	0	0	0	0.000243516376476	0	0	0	0.000626576747407	0	0.000155134967422	0	0.000147811466475	0	0	0	0	0
"BASV3008"	7.09e-05	0.000134387958839	0.00014905351021	0	0.000129903871135	1.91e-05	0	0	4.87e-05	4.16e-05	0	0	0	0	0	0	3.7e-05	0.000145572515909	0	0	0	0
"BASV3020"	7.09e-05	0.001286284748887	0	0	0.000259807742271	0.00040097762163	0	0.000757575757576	7.31e-05	0.000415653511233	0	0	8.24e-05	0	0	0	0.000184764333093	0.000311941105519	0	0	0	0
"BASV3024"	0.000106354692901	5.76e-05	0	0	2.6e-05	9.55e-05	0	0	7.31e-05	8.31e-05	0	0	1.65e-05	0	0	0	5.54e-05	2.08e-05	0	0	0	0
"BASV3030"	0.000141806257201	1.92e-05	0	0	0	7.64e-05	0	0	2.44e-05	8.31e-05	0	0	9.89e-05	2.74e-05	0	0	0	2.08e-05	0	0	0	0
"BASV3078"	0.000336789860853	0	0	0	0.000337750064952	0.00013365920721	0	0	0.000340922927067	0	0	0	0.000181377479513	0.00013722315229	0	0	0.000295622932949	0	0	0	0	0
"BASV3095"	3.55e-05	1.92e-05	0	0	5.2e-05	0	0	0	7.31e-05	8.31e-05	0	0	1.65e-05	8.23e-05	0	0	0	0	0	0	0	0
"BASV3107"	7.09e-05	0.000115189679005	0	0	0	0.000114565034751	0	0	4.87e-05	0.000228609431178	0	0	3.3e-05	2.74e-05	0	0	5.54e-05	0.000145572515909	0	0	0	0
"BASV3114"	1.77e-05	5.76e-05	0	0	2.6e-05	0	0	0	2.44e-05	0	0	0	1.65e-05	0	0	0	5.54e-05	0	0	0	0	0
"BASV3129"	1.77e-05	7.68e-05	0	0	2.6e-05	1.91e-05	0	0	2.44e-05	0.000207826755617	0	0	4.95e-05	5.49e-05	0	0	1.85e-05	8.32e-05	0	0	0	0
"BASV3135"	7.09e-05	1.92e-05	0	0	5.2e-05	0	0	0	2.44e-05	4.16e-05	0	0	3.3e-05	0	0	0	3.7e-05	0	0	0	0	0
"BASV3138"	0	3.84e-05	0.00014905351021	0.000974342318935	7.79e-05	0	0	0	2.44e-05	0	0.000145137880987	0	0.000181377479513	2.74e-05	0.000310269934843	0.00050994390617	5.54e-05	0	0	0	0	0
"BASV3232"	0.000283612514402	0.000153586238673	0	0	5.2e-05	3.82e-05	0	0	9.74e-05	0.000228609431178	0	0	1.65e-05	2.74e-05	0	0	0.000184764333093	0.00016636858961	0	0	0	0
"BASV3248"	0	0.000268775917678	0	0.000324780772978	2.6e-05	1.91e-05	0	0	0	8.31e-05	0	0	1.65e-05	0	0	0	3.7e-05	0	0	0	0	0
"BASV3276"	0	0	0	0.000324780772978	0.000129923096908	0	0	0	0	2.08e-05	0.000145137880987	0.000545256270447	0.000445221544347	0	0	0.00050994390617	1.85e-05	0	0	0	0	0
"BASV3277"	0.000389941425153	0.000153587958839	0.00044716053063	0	0.000363746193817	5.73e-05	0.000913575735428	0	0.000657539303543	8.32e-05	0.000145137880987	0	0.000692587885633	5.48e-05	0.00186161960906	0	0.000776033765681	0	0	0	0	0
"BASV3295"	0	3.84e-05	0	0	0	5.73e-05	0	0	4.87e-05	2.08e-05	0	0	4.95e-05	0	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV3296"	0.000124080475051	0.000172786238673	0	0	0.000129903871135	9.55e-05	0.000182715147086	0	9.74e-05	0.000249426755617	0	0.000545256270447	8.24e-05	8.23e-05	0	0	1.85e-05	6.24e-05	0	0	0	0
"BASV3351"	0	1.92e-05	0	0	2.6e-05	1.91e-05	0	0	0	6.23e-05	0	0	3.3e-05	0	0	0	0	4.16e-05	0	0	0	0
"BASV3366"	1.77e-05	0	0	0	0	0.000286412586878	0	0	0.000146109825886	2.08e-05	0	0	1.65e-05	0	0	0	0	2.08e-05	0	0	0	0
"BASV3377"	5.32e-05	0.000211181078175	0	0	0.000103923096908	0.000152753379669	0	0	0	0	0	0.000545256270447	8.24e-05	2.74e-05	0	0	1.85e-05	0	0	0	0	0
"BASV3381"	1.77e-05	1.92e-05	0	0	7.79e-05	1.91e-05	0	0	0	0	0	0	4.95e-05	2.74e-05	0	0	0	2.08e-05	0	0	0	0
"BASV3385"	7.09e-05	5.76e-05	0	0	0.000311769290725	0	0.000182715147086	0	0	0	0.000870827285922	0	0.000626576747407	2.74e-05	0	0	5.54e-05	4.16e-05	0	0	0	0
"BASV3418"	1.77e-05	0	0	0	2.6e-05	1.91e-05	0	0	0	0.000145478728932	0	0	0	5.49e-05	0	0	1.85e-05	0.000207960737013	0	0	0	0
"BASV3468"	0.000336789860853	0.000287974197512	0	0	2.6e-05	5.73e-05	0	0	0.000170461463533	0.000270174782301	0	0	0	5.49e-05	0	0	0.000147811466475	0.000249552884415	0	0	0	0
"BASV3471"	3.55e-05	0.000345569037014	0	0.000649561545956	0	3.82e-05	0.000548145441257	0	4.87e-05	8.31e-05	0.000145137880987	0	1.65e-05	0.000109778521832	0	0	3.7e-05	2.08e-05	0	0	0	0
"BASV3478"	0.000106354692901	3.84e-05	0	0	5.2e-05	1.91e-05	0	0	4.87e-05	0.00012469605337	0	0	4.95e-05	2.74e-05	0	0	0	4.16e-05	0	0	0	0
"BASV3490"	1.77e-05	0.000767931193365	0	0	0	1.91e-05	0	0	7.31e-05	0.000145478728932	0	0	0	0.000192112413206	0	0	0	0.000353533252922	0	0	0	0
"BASV3515"	3.55e-05	0	0	0	2.6e-05	1.91e-05	0	0	4.87e-05	0.0001039	0	0	1.65e-05	0	0	0	0	2.08e-05	0	0	0	0
"BASV3640"	0	1.92e-05	0	0	2.6e-05	3.82e-05	0	0	0	2.08e-05	0	0	1.65e-05	8.23e-05	0	0	1.85e-05	0	0	0	0	0
"BASV3652"	0	1.92e-05	0	0	5.2e-05	3.82e-05	0	0	7.31e-05	6.23e-05	0	0	1.65e-05	0	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV3777"	0	5.76e-05	0	0	0	3.82e-05	0	0	2.44e-05	2.08e-05	0	0	0	2.74e-05	0	0	3.7e-05	6.24e-05	0	0	0	0
"BASV3778"	0.000212709385802	1.92e-05	0	0	0.000467653936087	0	0.000182715147086	0	0.000146109825886	0	0.000145137880987	0	0.000313288373704	8.23e-05	0	0	0.000498863699351	4.16e-05	0	0	0	0
"BASV3814"	0.000106354692901	7.68e-05	0	0	0.000129903871135	0	0	0	0	2.08e-05	0	0	4.95e-05	0	0	0	1.85e-05	0	0	0	0	0
"BASV3816"	0.000177257821501	3.84e-05	0	0	0.000129903871135	0.00013365920721	0	0	9.74e-05	4.16e-05	0	0	6.6e-05	0.000192112413206	0	0	1.85e-05	0	0	0	0	0
"BASV3835"	1.77e-05	1.92e-05	0	0	5.2e-05	7.64e-05	0.000182715147086	0	2.44e-05	6.23e-05	0	0	6.6e-05	0	0	0	3.7e-05	2.08e-05	0	0	0	0
"BASV3864"	8.86e-05	5.76e-05	0	0.000324780772978	0.000103923096908	3.82e-05	0	0	4.87e-05	0.000145478728932	0	0	6.6e-05	5.49e-05	0	0	0.000351052232877	0.000249552884415	0	0	0	0
"BASV4084"	0.0001595	0.0001536	0	0	2.6e-05	0	0	0	4.88e-05	0.00020779605337	0	0	1.65e-05	8.23e-05	0	0	0.000258664333093	0.000207960737012	0	0	0	0
"BASV4182"	0	1.92e-05	0	0	2.6e-05	0	0	0	2.44e-05	2.08e-05	0	0	0	2.74e-05	0	0	5.54e-05	4.16e-05	0	0	0	0
"BASV4274"	1.77e-05	0	0	0	0.000155884645362	1.91e-05	0	0	0.000170461463533	2.08e-05	0	0	9.89e-05	5.49e-05	0	0	0.000166287899784	0	0	0	0	0
"BASV4281"	3.55e-05	0	0	0	0.001299038711354	0	0	0	9.74e-05	2.08e-05	0	0	1.65e-05	2.74e-05	0	0	3.7e-05	0	0	0	0	0
"BASV4333"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0	0	2.44e-05	0	0.000145137880987	0	0	2.74e-05	0	0	0	0	0	0	0	0
"BASV4341"	8.86e-05	7.68e-05	0	0	2.6e-05	0	0.000182715147086	0	2.44e-05	0	0	0	0	0	0	0	3.7e-05	4.16e-05	0	0	0	0
"BASV4357"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0.000548145441257	0	4.87e-05	0	0	0	0.000148399755965	0	0	0	5.54e-05	0	0	0	0	0
"BASV4463"	0.000177257821501	0	0.00014905351021	0	0.000233826968044	5.73e-05	0	0	0.000292219651772	0	0	0	0.000131910894191	0	0	0.00050994390617	0.000184764333093	0	0	0	0	0
"BASV4489"	1.77e-05	7.68e-05	0	0	0	0.00013365920721	0	0	0	0	0	0	4.95e-05	0.000109778521832	0	0	0	8.32e-05	0	0	0	0
"BASV4507"	3.55e-05	3.84e-05	0	0	2.6e-05	1.91e-05	0.000182715147086	0	9.74e-05	0.000103913377808	0	0	0	2.74e-05	0	0	3.7e-05	0.000103980368506	0	0	0	0
"BASV4519"	5.32e-05	0.000134387958839	0	0	7.79e-05	5.73e-05	0	0	4.87e-05	0.000145478728932	0	0	1.65e-05	0	0	0	0	0	0	0	0	0
"BASV4609"	0.000106354692901	0	0	0	0	9.55e-05	0	0	7.31e-05	0	0	0	3.3e-05	0	0	0.00050994390617	3.7e-05	0	0	0	0	0
"BASV4637"	7.09e-05	0	0	0	5.2e-05	3.82e-05	0	0	9.74e-05	0	0.000145137880987	0	0	8.23e-05	0	0	0	0	0	0	0	0
"BASV4659"	1.77e-05	3.84e-05	0	0	0	1.91e-05	0	0	2.44e-05	2.08e-05	0	0	6.6e-05	0	0	0	3.7e-05	0	0	0	0	0
"BASV4672"	0	3.84e-05	0	0.001948684637869	7.79e-05	1.91e-05	0.001096290882514	0.000252525252525	7.31e-05	2.08e-05	0	0.001090512540894	6.6e-05	0	0.000465404902265	0.001529831718511	9.24e-05	2.08e-05	0	0	0	0
"BASV4683"	0.000124080475051	1.92e-05	0	0	2.6e-05	0	0	0	4.87e-05	0	0.000725689404935	0	6.6e-05	0	0	0	9.24e-05	0	0	0	0	0
"BASV4691"	0	0.000191982798341	0.00029810702042	0	2.6e-05	0	0	0	0	6.23e-05	0	0	3.3e-05	5.49e-05	0	0	1.85e-05	0.000124776442208	0	0	0	0
"BASV4753"	3.55e-05	1.92e-05	0	0	0	0	0	0	2.44e-05	2.08e-05	0	0	0	0	0	0	5.54e-05	6.24e-05	0	0	0	0
"BASV4800"	3.55e-05	0.000537551835356	0	0	0.000103923096908	0.000114565034751	0	0	7.31e-05	0.000187044080055	0	0.000545256270447	0.000115422032417	0.000247001674122	0.000155134967422	0	3.7e-05	0.000103980368506	0	0	0	0
"BASV4808"	0	3.84e-05	0	0	2.6e-05	7.64e-05	0	0.000252525252525	7.31e-05	6.23e-05	0	0	0	0.000109778521832	0	0	7.39e-05	8.32e-05	0	0	0	0
"BASV4969"	0	3.84e-05	0	0	0.000155884645362	1.91e-05	0	0	2.44e-05	0	0	0	0	0	0	0.00050994390617	5.54e-05	0	0	0	0	0
"BASV4985"	1.77e-05	5.76e-05	0	0	0	1.91e-05	0	0	2.44e-05	6.23e-05	0	0	1.65e-05	0	0	0	1.85e-05	0	0	0	0	0
"BASV5015"	8.86e-05	1.92e-05	0	0	7.79e-05	3.82e-05	0	0	0.000170461463533	0	0	0	4.95e-05	5.49e-05	0	0	0.000166287899784	0	0	0	0	0
"BASV5018"	0.000106354692901	3.84e-05	0	0	0.000103923096908	0	0	0	0.000194813101181	0	0	0	1.65e-05	2.74e-05	0	0	1.85e-05	6.24e-05	0	0	0	0
"BASV5056"	1.77e-05	1.92e-05	0	0	0	1.91e-05	0.000182715147086	0	0	0.000103913377808	0	0	1.65e-05	2.74e-05	0	0	0	2.08e-05	0	0	0	0
"BASV5058"	8.86e-05	0	0	0	2.6e-05	3.82e-05	0	0	2.44e-05	2.08e-05	0	0	8.24e-05	2.74e-05	0	0	1.85e-05	4.16e-05	0	0	0	0
"BASV5121"	3.55e-05	0.000268775917678	0	0.001623903864891	0	0	0	0	0	2.08e-05	0	0	0	0.00013722315229	0	0	0	0.00081104687435	0	0	0	0
"BASV5216"	0	0.000441560436185	0	0	2.6e-05	1.91e-05	0	0	2.44e-05	0.000207826755617	0	0	1.65e-05	0.00013722315229	0	0	3.7e-05	6.24e-05	0	0	0	0
"BASV5230"	1.77e-05	7.68e-05	0	0	0	1.91e-05	0	0	2.44e-05	8.31e-05	0	0	1.65e-05	2.74e-05	0	0	0	4.16e-05	0	0	0	0
"BASV5235"	0.000301338296552	9.6e-05	0	0	0.000129903871135	3.82e-05	0	0	0.000292219651772	6.23e-05	0	0	1.65e-05	0	0	0	0.000129335033165	2.08e-05	0	0	0	0
"BASV5248"	0	1.92e-05	0.00014905351021	0	7.79e-05	0	0	0	0	0.000166261404493	0	0	1.65e-05	0	0	0	0	2.08e-05	0	0	0	0
"BASV5313"	3.55e-05	3.84e-05	0	0	0	1.91e-05	0	0	2.44e-05	8.31e-05	0	0	0	0	0	0	1.85e-05	0	0	0	0	0
"BASV5326"	0	0.0001536	0.00044716053063	0	0.000103923096908	3.82e-05	0	0	2.44e-05	0	0	0	3.3e-05	0.000548847978703	0	0.002039775624681	1.85e-05	0	0	0	0	0
"BASV5329"	1.77e-05	3.84e-05	0	0	5.2e-05	5.73e-05	0	0	7.31e-05	6.23e-05	0	0	0.000197866341286	2.74e-05	0	0	7.39e-05	8.32e-05	0	0	0	0
"BASV5371"	0	1.92e-05	0.000596214040841	0	2.6e-05	1.91e-05	0	0	0	0.000145478728932	0.000145137880987	0.000545256270447	1.65e-05	2.74e-05	0	0	7.39e-05	2.08e-05	0	0	0	0
"BASV5401"	5.32e-05	7.68e-05	0	0.001299123091913	0	1.91e-05	0	0	4.87e-05	0	0	0	8.24e-05	0	0.000155134967422	0	5.54e-05	0	0	0	0	0
"BASV5460"	8.86e-05	1.92e-05	0	0	0	3.82e-05	0	0	2.44e-05	0	0	0	1.65e-05	0	0	0	5.54e-05	2.08e-05	0	0	0	0
"BASV5479"	1.77e-05	5.76e-05	0	0	0	5.73e-05	0	0	4.87e-05	2.08e-05	0	0	1.65e-05	0	0	0	3.7e-05	0	0	0	0	0
"BASV5633"	0	1.92e-05	0	0	5.2e-05	1.91e-05	0	0	0	2.08e-05	0	0	3.3e-05	2.74e-05	0	0	5.54e-05	0	0	0	0	0
"BASV5657"	0	3.84e-05	0	0	7.79e-05	3.82e-05	0	0	0	2.08e-05	0	0	0	5.49e-05	0	0	1.85e-05	2.08e-05	0	0	0	0
"BASV5863"	0	1.92e-05	0	0	0.000103923096908	3.82e-05	0	0	0	0	0	0	9.89e-05	2.74e-05	0	0	1.85e-05	0	0	0	0	0
"BASV5866"	5.32e-05	7.68e-05	0	0	0	5.73e-05	0	0	0	0.000103913377808	0	0	1.65e-05	2.74e-05	0	0	5.54e-05	2.08e-05	0	0	0	0
"BASV5983"	0.000177257821501	0	0	0.000324780772978	7.79e-05	1.91e-05	0	0	0.000219164738829	0	0	0	0.000197866341286	0	0.000155134967422	0	9.24e-05	0	0	0	0	0
"BASV5999"	0.000106354692901	1.92e-05	0	0	7.79e-05	0.000114565034751	0	0	0.000170461463533	8.31e-05	0	0	6.6e-05	0.000164667782748	0	0	0.000110858599856	4.16e-05	0	0	0	0
"BASV6013"	8.86e-05	7.68e-05	0	0	2.6e-05	3.82e-05	0	0	2.44e-05	2.08e-05	0	0	0	5.49e-05	0	0	0.000147811466475	6.24e-05	0	0	0	0
"BASV6067"	0.000141806257201	0	0	0	0.000311769290725	0	0	0	7.31e-05	2.08e-05	0	0	0.000131910894191	0	0	0	0.000221717199712	0	0	0	0	0
"BASV6172"	8.86e-05	5.76e-05	0	0	5.2e-05	1.91e-05	0	0	4.87e-05	0	0	0	3.3e-05	2.74e-05	0	0	5.54e-05	0.00016636858961	0	0	0	0
"BASV6187"	0	0.000441560436185	0	0	0	1.91e-05	0	0	0	0.000207826755617	0	0	0	8.23e-05	0	0	5.54e-05	4.16e-05	0	0	0	0
"BASV6245"	0.000195	1.92e-05	0.00029810702042	0	0.000129923096908	3.82e-05	0	0	9.74e-05	0.0001039	0.000580551523948	0	0.0001484	0	0	0	0.0001479	2.08e-05	0	0	0	0
"BASV6405"	0	1.92e-05	0	0	0.000129903871135	7.64e-05	0	0	4.87e-05	6.23e-05	0	0	4.95e-05	0	0	0	0	0	0	0	0	0
"BASV6417"	0.000141806257201	1.92e-05	0	0	0.000129903871135	3.82e-05	0	0	7.31e-05	2.08e-05	0	0	1.65e-05	0	0	0	9.24e-05	0	0	0	0	0
"BASV6443"	0	1.92e-05	0	0.000324780772978	0	3.82e-05	0	0	2.44e-05	4.16e-05	0.000145137880987	0	1.65e-05	0	0.000155134967422	0	0	0	0	0	0	0
"BASV6531"	3.55e-05	1.92e-05	0	0.000649561545956	2.6e-05	3.82e-05	0	0.001262626262626	0	0	0	0	0	0	0	0	1.85e-05	6.24e-05	0	0	0	0
"BASV6575"	5.32e-05	1.92e-05	0	0	0	0	0	0	4.87e-05	0	0	0	3.3e-05	8.23e-05	0	0	5.54e-05	0	0	0	0	0
"BASV6664"	5.32e-05	5.76e-05	0	0	2.6e-05	5.73e-05	0	0	2.44e-05	6.23e-05	0	0	3.3e-05	0	0	0	1.85e-05	6.24e-05	0	0	0	0
"BASV6737"	8.86e-05	1.92e-05	0	0	0.000129903871135	1.91e-05	0	0	0.000340922927067	0.00012469605337	0.000145137880987	0	0.000131910894191	0	0	0	0.000110858599856	0	0	0	0	0
"BASV6833"	3.55e-05	1.92e-05	0.00014905351021	0	0	0	0	0	7.31e-05	0	0.000145137880987	0	0	0	0	0	3.7e-05	0	0	0	0	0
"BASV6889"	0	0	0	0	2.6e-05	0	0	0	4.87e-05	2.08e-05	0	0	4.95e-05	0	0	0	3.7e-05	2.08e-05	0	0	0	0
"BASV6934"	1.77e-05	1.92e-05	0.00014905351021	0	5.2e-05	5.73e-05	0	0	2.44e-05	0	0	0	0	0	0	0	0.000110858599856	2.08e-05	0	0	0	0
"BASV7020"	0	0	0	0	5.2e-05	1.91e-05	0	0	7.31e-05	2.08e-05	0	0	4.95e-05	5.48e-05	0	0.00050994390617	1.85e-05	6.24e-05	0	0	0	0
"BASV7042"	0	5.76e-05	0	0	0	0	0	0	2.44e-05	8.31e-05	0	0	1.65e-05	5.49e-05	0	0	3.7e-05	2.08e-05	0	0	0	0
